2012-06,Metropolitan Police,00AZGU,116,12,35,1,13,19,2,3,8,11,5,7
2012-06,Metropolitan Police,00AZGX,165,16,54,6,16,28,5,4,7,16,3,10
2012-06,Metropolitan Police,00BKX8,456,14,87,14,2,40,10,7,13,235,22,12
2012-06,Metropolitan Police,00BJGC,76,20,17,1,7,9,0,2,4,11,0,5
2012-06,Metropolitan Police,00BKX2,334,12,59,10,4,22,4,26,4,177,10,6
2012-06,Metropolitan Police,00BKX1,307,16,69,12,25,16,5,13,4,136,2,9
2012-06,Metropolitan Police,00BKX7,198,5,61,1,3,8,6,7,0,85,12,10
2012-06,Metropolitan Police,00BKX6,450,10,115,11,7,46,13,10,13,196,18,11
2012-06,Metropolitan Police,00BKX5,637,24,86,25,6,40,22,27,14,340,36,17
2012-06,Metropolitan Police,00BKX4,782,11,101,15,5,29,12,222,4,358,2,23
2012-06,Metropolitan Police,00AUFZ,264,9,86,8,11,28,9,5,13,77,9,9
2012-06,Metropolitan Police,00BJGG,187,10,71,9,13,30,2,2,11,28,6,5
2012-06,Metropolitan Police,00AUFX,179,6,48,7,5,25,18,8,5,37,13,7
2012-06,Metropolitan Police,00AUFY,343,13,66,9,30,40,7,7,11,133,10,17
2012-06,Metropolitan Police,00BJGF,199,11,81,9,24,20,4,17,4,17,1,11
2012-06,Metropolitan Police,00BJGE,140,14,49,3,26,19,2,0,11,11,3,2
2012-06,Metropolitan Police,00BJGD,188,16,60,3,23,21,3,6,11,33,3,9
2012-06,Metropolitan Police,00BJGB,192,24,71,6,21,17,2,2,11,25,7,6
2012-06,Metropolitan Police,00APGT,151,13,44,6,15,21,5,0,24,18,2,3
2012-06,Metropolitan Police,00APGU,150,17,53,6,15,22,1,0,11,14,6,5
2012-06,Metropolitan Police,00APGP,90,14,28,1,11,13,2,0,2,14,2,3
2012-06,Metropolitan Police,00APGQ,271,19,120,11,25,32,6,7,14,23,7,7
2012-06,Metropolitan Police,00APGR,206,15,61,18,13,43,3,2,16,22,10,3
2012-06,Metropolitan Police,00APGS,137,10,45,8,23,19,1,2,11,10,4,4
